ID,Sentence A,Sentence B
755,나는 시스템의 상태를 매번 확인하지 않습니다.,자율 주행 시스템이 작동 중일 때 비운전과업을 하지 않고 주위를 살핍니다.
756,나는 시스템의 상태를 매번 확인하지 않습니다.,사용자 매뉴얼과 훈련을 온전히 이해하고 따릅니다.
757,나는 시스템의 상태를 매번 확인하지 않습니다.,자율 주행 시스템을 재미로 과속운전 하는 데에 사용합니다.
758,나는 시스템의 상태를 매번 확인하지 않습니다.,나는 자율 주행 동안 핸들 가까이에 손을 둡니다.
759,나는 시스템의 상태를 매번 확인하지 않습니다.,나는 자율 주행 내내 안전 벨트를 하고 있습니다.
760,나는 공격적인 기동을 피하고 안전한 제한 속도로 운전합니다.,나는 갑작스러운 도로 상황 변화나 시스템 오작동과 같은 비상 상황에 대응할 준비가 되어 있습니다.
761,나는 공격적인 기동을 피하고 안전한 제한 속도로 운전합니다.,자율 주행 시스템이 활성화된 상태에서도 나는 지속적으로 도로 환경을 감시하고 잠재적인 위험을 예측합니다.
762,나는 공격적인 기동을 피하고 안전한 제한 속도로 운전합니다.,나는 자율 주행 시스템이 완벽하게 처리할 수 있다고 믿고 빙판길이나 미끄러운 도로에서 거침없이 빠르게 운전합니다.
763,나는 공격적인 기동을 피하고 안전한 제한 속도로 운전합니다.,나는 자율 주행 시스템에 잠재적인 운전자 개입이 필요한 경우에도 비운전과업에 참여합니다.
764,나는 공격적인 기동을 피하고 안전한 제한 속도로 운전합니다.,나는 차량의 타이어 브레이크 및 기타 중요한 시스템이 자율 주행 시스템을 지원하기에 최적의 상태인지 확인합니다.
765,나는 공격적인 기동을 피하고 안전한 제한 속도로 운전합니다.,나는 조건부 자율 주행 차량의 운영 설계상의 한계를 무시합니다.
766,나는 공격적인 기동을 피하고 안전한 제한 속도로 운전합니다.,나는 조건부 자율 주행 차량의 시스템 경고나 알람을 무시합니다.
767,나는 공격적인 기동을 피하고 안전한 제한 속도로 운전합니다.,나는 제어권 전환 요청을 무시합니다.
768,나는 공격적인 기동을 피하고 안전한 제한 속도로 운전합니다.,어떠한 비운전과업 중이더라도 제어권 전환 요청이 오면 나는 즉시 대응합니다.
769,나는 공격적인 기동을 피하고 안전한 제한 속도로 운전합니다.,나는 안전한 운전을 위해 인간 기계 인터페이스의 신호를 해석하고 반응하는 방법을 배웁니다.
770,나는 공격적인 기동을 피하고 안전한 제한 속도로 운전합니다.,"조건부 자율 주행을 미리 정의된 조건 내에서만 작동시킵니다. (e.g. 특정 도로 위, 날씨 조건, 교통 밀도 등)"
771,나는 공격적인 기동을 피하고 안전한 제한 속도로 운전합니다.,안전을 위해 정해진 변수 내에서만 자율 주행 차량을 작동시킵니다.
772,나는 공격적인 기동을 피하고 안전한 제한 속도로 운전합니다.,자율 주행 차량의 기능을 완전히 이해하지 못한 채로 시스템을 작동시킵니다.
773,나는 공격적인 기동을 피하고 안전한 제한 속도로 운전합니다.,"차량을 지정된 운영 설계 한계 내에서만 작동시키고 안전한 사용을 위해 모든 전제 조건 (e.g. 날씨, 교통 밀도 등)을 충족하는지 확인합니다."
774,나는 공격적인 기동을 피하고 안전한 제한 속도로 운전합니다.,시스템 경고 또는 긴급 상황에 대해 천천히 대응합니다.
775,나는 공격적인 기동을 피하고 안전한 제한 속도로 운전합니다.,제어권 전환에 대한 시스템 경고 또는 알림에 대해 천천히 대응합니다.
776,나는 공격적인 기동을 피하고 안전한 제한 속도로 운전합니다.,잠재적인 수동 운전 개입에 대비하여 시스템의 경고 지표를 주기적으로 확인합니다.
777,나는 공격적인 기동을 피하고 안전한 제한 속도로 운전합니다.,인간 기계 인터페이스와 시스템 알림을 사용하여 차량 상태를 정기적으로 점검합니다.
778,나는 공격적인 기동을 피하고 안전한 제한 속도로 운전합니다.,자율 주행 시스템이 작동 중일 때 비운전과업을 하지 않고 주위를 살핍니다.
779,나는 공격적인 기동을 피하고 안전한 제한 속도로 운전합니다.,사용자 매뉴얼과 훈련을 온전히 이해하고 따릅니다.
780,나는 공격적인 기동을 피하고 안전한 제한 속도로 운전합니다.,자율 주행 시스템을 재미로 과속운전 하는 데에 사용합니다.
781,나는 공격적인 기동을 피하고 안전한 제한 속도로 운전합니다.,나는 자율 주행 동안 핸들 가까이에 손을 둡니다.
782,나는 공격적인 기동을 피하고 안전한 제한 속도로 운전합니다.,나는 자율 주행 내내 안전 벨트를 하고 있습니다.
783,나는 갑작스러운 도로 상황 변화나 시스템 오작동과 같은 비상 상황에 대응할 준비가 되어 있습니다.,자율 주행 시스템이 활성화된 상태에서도 나는 지속적으로 도로 환경을 감시하고 잠재적인 위험을 예측합니다.
784,나는 갑작스러운 도로 상황 변화나 시스템 오작동과 같은 비상 상황에 대응할 준비가 되어 있습니다.,나는 자율 주행 시스템이 완벽하게 처리할 수 있다고 믿고 빙판길이나 미끄러운 도로에서 거침없이 빠르게 운전합니다.
785,나는 갑작스러운 도로 상황 변화나 시스템 오작동과 같은 비상 상황에 대응할 준비가 되어 있습니다.,나는 자율 주행 시스템에 잠재적인 운전자 개입이 필요한 경우에도 비운전과업에 참여합니다.
786,나는 갑작스러운 도로 상황 변화나 시스템 오작동과 같은 비상 상황에 대응할 준비가 되어 있습니다.,나는 차량의 타이어 브레이크 및 기타 중요한 시스템이 자율 주행 시스템을 지원하기에 최적의 상태인지 확인합니다.
787,나는 갑작스러운 도로 상황 변화나 시스템 오작동과 같은 비상 상황에 대응할 준비가 되어 있습니다.,나는 조건부 자율 주행 차량의 운영 설계상의 한계를 무시합니다.
788,나는 갑작스러운 도로 상황 변화나 시스템 오작동과 같은 비상 상황에 대응할 준비가 되어 있습니다.,나는 조건부 자율 주행 차량의 시스템 경고나 알람을 무시합니다.
789,나는 갑작스러운 도로 상황 변화나 시스템 오작동과 같은 비상 상황에 대응할 준비가 되어 있습니다.,나는 제어권 전환 요청을 무시합니다.
790,나는 갑작스러운 도로 상황 변화나 시스템 오작동과 같은 비상 상황에 대응할 준비가 되어 있습니다.,어떠한 비운전과업 중이더라도 제어권 전환 요청이 오면 나는 즉시 대응합니다.
791,나는 갑작스러운 도로 상황 변화나 시스템 오작동과 같은 비상 상황에 대응할 준비가 되어 있습니다.,나는 안전한 운전을 위해 인간 기계 인터페이스의 신호를 해석하고 반응하는 방법을 배웁니다.
792,나는 갑작스러운 도로 상황 변화나 시스템 오작동과 같은 비상 상황에 대응할 준비가 되어 있습니다.,"조건부 자율 주행을 미리 정의된 조건 내에서만 작동시킵니다. (e.g. 특정 도로 위, 날씨 조건, 교통 밀도 등)"
793,나는 갑작스러운 도로 상황 변화나 시스템 오작동과 같은 비상 상황에 대응할 준비가 되어 있습니다.,안전을 위해 정해진 변수 내에서만 자율 주행 차량을 작동시킵니다.
794,나는 갑작스러운 도로 상황 변화나 시스템 오작동과 같은 비상 상황에 대응할 준비가 되어 있습니다.,자율 주행 차량의 기능을 완전히 이해하지 못한 채로 시스템을 작동시킵니다.
795,나는 갑작스러운 도로 상황 변화나 시스템 오작동과 같은 비상 상황에 대응할 준비가 되어 있습니다.,"차량을 지정된 운영 설계 한계 내에서만 작동시키고 안전한 사용을 위해 모든 전제 조건 (e.g. 날씨, 교통 밀도 등)을 충족하는지 확인합니다."
796,나는 갑작스러운 도로 상황 변화나 시스템 오작동과 같은 비상 상황에 대응할 준비가 되어 있습니다.,시스템 경고 또는 긴급 상황에 대해 천천히 대응합니다.
797,나는 갑작스러운 도로 상황 변화나 시스템 오작동과 같은 비상 상황에 대응할 준비가 되어 있습니다.,제어권 전환에 대한 시스템 경고 또는 알림에 대해 천천히 대응합니다.
798,나는 갑작스러운 도로 상황 변화나 시스템 오작동과 같은 비상 상황에 대응할 준비가 되어 있습니다.,잠재적인 수동 운전 개입에 대비하여 시스템의 경고 지표를 주기적으로 확인합니다.
799,나는 갑작스러운 도로 상황 변화나 시스템 오작동과 같은 비상 상황에 대응할 준비가 되어 있습니다.,인간 기계 인터페이스와 시스템 알림을 사용하여 차량 상태를 정기적으로 점검합니다.
800,나는 갑작스러운 도로 상황 변화나 시스템 오작동과 같은 비상 상황에 대응할 준비가 되어 있습니다.,자율 주행 시스템이 작동 중일 때 비운전과업을 하지 않고 주위를 살핍니다.
801,나는 갑작스러운 도로 상황 변화나 시스템 오작동과 같은 비상 상황에 대응할 준비가 되어 있습니다.,사용자 매뉴얼과 훈련을 온전히 이해하고 따릅니다.
802,나는 갑작스러운 도로 상황 변화나 시스템 오작동과 같은 비상 상황에 대응할 준비가 되어 있습니다.,자율 주행 시스템을 재미로 과속운전 하는 데에 사용합니다.
803,나는 갑작스러운 도로 상황 변화나 시스템 오작동과 같은 비상 상황에 대응할 준비가 되어 있습니다.,나는 자율 주행 동안 핸들 가까이에 손을 둡니다.
804,나는 갑작스러운 도로 상황 변화나 시스템 오작동과 같은 비상 상황에 대응할 준비가 되어 있습니다.,나는 자율 주행 내내 안전 벨트를 하고 있습니다.
805,자율 주행 시스템이 활성화된 상태에서도 나는 지속적으로 도로 환경을 감시하고 잠재적인 위험을 예측합니다.,나는 자율 주행 시스템이 완벽하게 처리할 수 있다고 믿고 빙판길이나 미끄러운 도로에서 거침없이 빠르게 운전합니다.
806,자율 주행 시스템이 활성화된 상태에서도 나는 지속적으로 도로 환경을 감시하고 잠재적인 위험을 예측합니다.,나는 자율 주행 시스템에 잠재적인 운전자 개입이 필요한 경우에도 비운전과업에 참여합니다.
807,자율 주행 시스템이 활성화된 상태에서도 나는 지속적으로 도로 환경을 감시하고 잠재적인 위험을 예측합니다.,나는 차량의 타이어 브레이크 및 기타 중요한 시스템이 자율 주행 시스템을 지원하기에 최적의 상태인지 확인합니다.
808,자율 주행 시스템이 활성화된 상태에서도 나는 지속적으로 도로 환경을 감시하고 잠재적인 위험을 예측합니다.,나는 조건부 자율 주행 차량의 운영 설계상의 한계를 무시합니다.
809,자율 주행 시스템이 활성화된 상태에서도 나는 지속적으로 도로 환경을 감시하고 잠재적인 위험을 예측합니다.,나는 조건부 자율 주행 차량의 시스템 경고나 알람을 무시합니다.
810,자율 주행 시스템이 활성화된 상태에서도 나는 지속적으로 도로 환경을 감시하고 잠재적인 위험을 예측합니다.,나는 제어권 전환 요청을 무시합니다.
811,자율 주행 시스템이 활성화된 상태에서도 나는 지속적으로 도로 환경을 감시하고 잠재적인 위험을 예측합니다.,어떠한 비운전과업 중이더라도 제어권 전환 요청이 오면 나는 즉시 대응합니다.
812,자율 주행 시스템이 활성화된 상태에서도 나는 지속적으로 도로 환경을 감시하고 잠재적인 위험을 예측합니다.,나는 안전한 운전을 위해 인간 기계 인터페이스의 신호를 해석하고 반응하는 방법을 배웁니다.
813,자율 주행 시스템이 활성화된 상태에서도 나는 지속적으로 도로 환경을 감시하고 잠재적인 위험을 예측합니다.,"조건부 자율 주행을 미리 정의된 조건 내에서만 작동시킵니다. (e.g. 특정 도로 위, 날씨 조건, 교통 밀도 등)"
814,자율 주행 시스템이 활성화된 상태에서도 나는 지속적으로 도로 환경을 감시하고 잠재적인 위험을 예측합니다.,안전을 위해 정해진 변수 내에서만 자율 주행 차량을 작동시킵니다.
815,자율 주행 시스템이 활성화된 상태에서도 나는 지속적으로 도로 환경을 감시하고 잠재적인 위험을 예측합니다.,자율 주행 차량의 기능을 완전히 이해하지 못한 채로 시스템을 작동시킵니다.
816,자율 주행 시스템이 활성화된 상태에서도 나는 지속적으로 도로 환경을 감시하고 잠재적인 위험을 예측합니다.,"차량을 지정된 운영 설계 한계 내에서만 작동시키고 안전한 사용을 위해 모든 전제 조건 (e.g. 날씨, 교통 밀도 등)을 충족하는지 확인합니다."
817,자율 주행 시스템이 활성화된 상태에서도 나는 지속적으로 도로 환경을 감시하고 잠재적인 위험을 예측합니다.,시스템 경고 또는 긴급 상황에 대해 천천히 대응합니다.
818,자율 주행 시스템이 활성화된 상태에서도 나는 지속적으로 도로 환경을 감시하고 잠재적인 위험을 예측합니다.,제어권 전환에 대한 시스템 경고 또는 알림에 대해 천천히 대응합니다.
819,자율 주행 시스템이 활성화된 상태에서도 나는 지속적으로 도로 환경을 감시하고 잠재적인 위험을 예측합니다.,잠재적인 수동 운전 개입에 대비하여 시스템의 경고 지표를 주기적으로 확인합니다.
820,자율 주행 시스템이 활성화된 상태에서도 나는 지속적으로 도로 환경을 감시하고 잠재적인 위험을 예측합니다.,인간 기계 인터페이스와 시스템 알림을 사용하여 차량 상태를 정기적으로 점검합니다.
821,자율 주행 시스템이 활성화된 상태에서도 나는 지속적으로 도로 환경을 감시하고 잠재적인 위험을 예측합니다.,자율 주행 시스템이 작동 중일 때 비운전과업을 하지 않고 주위를 살핍니다.
822,자율 주행 시스템이 활성화된 상태에서도 나는 지속적으로 도로 환경을 감시하고 잠재적인 위험을 예측합니다.,사용자 매뉴얼과 훈련을 온전히 이해하고 따릅니다.
823,자율 주행 시스템이 활성화된 상태에서도 나는 지속적으로 도로 환경을 감시하고 잠재적인 위험을 예측합니다.,자율 주행 시스템을 재미로 과속운전 하는 데에 사용합니다.
824,자율 주행 시스템이 활성화된 상태에서도 나는 지속적으로 도로 환경을 감시하고 잠재적인 위험을 예측합니다.,나는 자율 주행 동안 핸들 가까이에 손을 둡니다.
825,자율 주행 시스템이 활성화된 상태에서도 나는 지속적으로 도로 환경을 감시하고 잠재적인 위험을 예측합니다.,나는 자율 주행 내내 안전 벨트를 하고 있습니다.
826,나는 자율 주행 시스템이 완벽하게 처리할 수 있다고 믿고 빙판길이나 미끄러운 도로에서 거침없이 빠르게 운전합니다.,나는 자율 주행 시스템에 잠재적인 운전자 개입이 필요한 경우에도 비운전과업에 참여합니다.
827,나는 자율 주행 시스템이 완벽하게 처리할 수 있다고 믿고 빙판길이나 미끄러운 도로에서 거침없이 빠르게 운전합니다.,나는 차량의 타이어 브레이크 및 기타 중요한 시스템이 자율 주행 시스템을 지원하기에 최적의 상태인지 확인합니다.
828,나는 자율 주행 시스템이 완벽하게 처리할 수 있다고 믿고 빙판길이나 미끄러운 도로에서 거침없이 빠르게 운전합니다.,나는 조건부 자율 주행 차량의 운영 설계상의 한계를 무시합니다.
829,나는 자율 주행 시스템이 완벽하게 처리할 수 있다고 믿고 빙판길이나 미끄러운 도로에서 거침없이 빠르게 운전합니다.,나는 조건부 자율 주행 차량의 시스템 경고나 알람을 무시합니다.
830,나는 자율 주행 시스템이 완벽하게 처리할 수 있다고 믿고 빙판길이나 미끄러운 도로에서 거침없이 빠르게 운전합니다.,나는 제어권 전환 요청을 무시합니다.
831,나는 자율 주행 시스템이 완벽하게 처리할 수 있다고 믿고 빙판길이나 미끄러운 도로에서 거침없이 빠르게 운전합니다.,어떠한 비운전과업 중이더라도 제어권 전환 요청이 오면 나는 즉시 대응합니다.
832,나는 자율 주행 시스템이 완벽하게 처리할 수 있다고 믿고 빙판길이나 미끄러운 도로에서 거침없이 빠르게 운전합니다.,나는 안전한 운전을 위해 인간 기계 인터페이스의 신호를 해석하고 반응하는 방법을 배웁니다.
833,나는 자율 주행 시스템이 완벽하게 처리할 수 있다고 믿고 빙판길이나 미끄러운 도로에서 거침없이 빠르게 운전합니다.,"조건부 자율 주행을 미리 정의된 조건 내에서만 작동시킵니다. (e.g. 특정 도로 위, 날씨 조건, 교통 밀도 등)"
834,나는 자율 주행 시스템이 완벽하게 처리할 수 있다고 믿고 빙판길이나 미끄러운 도로에서 거침없이 빠르게 운전합니다.,안전을 위해 정해진 변수 내에서만 자율 주행 차량을 작동시킵니다.
835,나는 자율 주행 시스템이 완벽하게 처리할 수 있다고 믿고 빙판길이나 미끄러운 도로에서 거침없이 빠르게 운전합니다.,자율 주행 차량의 기능을 완전히 이해하지 못한 채로 시스템을 작동시킵니다.
836,나는 자율 주행 시스템이 완벽하게 처리할 수 있다고 믿고 빙판길이나 미끄러운 도로에서 거침없이 빠르게 운전합니다.,"차량을 지정된 운영 설계 한계 내에서만 작동시키고 안전한 사용을 위해 모든 전제 조건 (e.g. 날씨, 교통 밀도 등)을 충족하는지 확인합니다."
837,나는 자율 주행 시스템이 완벽하게 처리할 수 있다고 믿고 빙판길이나 미끄러운 도로에서 거침없이 빠르게 운전합니다.,시스템 경고 또는 긴급 상황에 대해 천천히 대응합니다.
838,나는 자율 주행 시스템이 완벽하게 처리할 수 있다고 믿고 빙판길이나 미끄러운 도로에서 거침없이 빠르게 운전합니다.,제어권 전환에 대한 시스템 경고 또는 알림에 대해 천천히 대응합니다.
839,나는 자율 주행 시스템이 완벽하게 처리할 수 있다고 믿고 빙판길이나 미끄러운 도로에서 거침없이 빠르게 운전합니다.,잠재적인 수동 운전 개입에 대비하여 시스템의 경고 지표를 주기적으로 확인합니다.
840,나는 자율 주행 시스템이 완벽하게 처리할 수 있다고 믿고 빙판길이나 미끄러운 도로에서 거침없이 빠르게 운전합니다.,인간 기계 인터페이스와 시스템 알림을 사용하여 차량 상태를 정기적으로 점검합니다.
841,나는 자율 주행 시스템이 완벽하게 처리할 수 있다고 믿고 빙판길이나 미끄러운 도로에서 거침없이 빠르게 운전합니다.,자율 주행 시스템이 작동 중일 때 비운전과업을 하지 않고 주위를 살핍니다.
842,나는 자율 주행 시스템이 완벽하게 처리할 수 있다고 믿고 빙판길이나 미끄러운 도로에서 거침없이 빠르게 운전합니다.,사용자 매뉴얼과 훈련을 온전히 이해하고 따릅니다.
843,나는 자율 주행 시스템이 완벽하게 처리할 수 있다고 믿고 빙판길이나 미끄러운 도로에서 거침없이 빠르게 운전합니다.,자율 주행 시스템을 재미로 과속운전 하는 데에 사용합니다.
844,나는 자율 주행 시스템이 완벽하게 처리할 수 있다고 믿고 빙판길이나 미끄러운 도로에서 거침없이 빠르게 운전합니다.,나는 자율 주행 동안 핸들 가까이에 손을 둡니다.
845,나는 자율 주행 시스템이 완벽하게 처리할 수 있다고 믿고 빙판길이나 미끄러운 도로에서 거침없이 빠르게 운전합니다.,나는 자율 주행 내내 안전 벨트를 하고 있습니다.
846,나는 자율 주행 시스템에 잠재적인 운전자 개입이 필요한 경우에도 비운전과업에 참여합니다.,나는 차량의 타이어 브레이크 및 기타 중요한 시스템이 자율 주행 시스템을 지원하기에 최적의 상태인지 확인합니다.
847,나는 자율 주행 시스템에 잠재적인 운전자 개입이 필요한 경우에도 비운전과업에 참여합니다.,나는 조건부 자율 주행 차량의 운영 설계상의 한계를 무시합니다.
848,나는 자율 주행 시스템에 잠재적인 운전자 개입이 필요한 경우에도 비운전과업에 참여합니다.,나는 조건부 자율 주행 차량의 시스템 경고나 알람을 무시합니다.
849,나는 자율 주행 시스템에 잠재적인 운전자 개입이 필요한 경우에도 비운전과업에 참여합니다.,나는 제어권 전환 요청을 무시합니다.
850,나는 자율 주행 시스템에 잠재적인 운전자 개입이 필요한 경우에도 비운전과업에 참여합니다.,어떠한 비운전과업 중이더라도 제어권 전환 요청이 오면 나는 즉시 대응합니다.
851,나는 자율 주행 시스템에 잠재적인 운전자 개입이 필요한 경우에도 비운전과업에 참여합니다.,나는 안전한 운전을 위해 인간 기계 인터페이스의 신호를 해석하고 반응하는 방법을 배웁니다.
852,나는 자율 주행 시스템에 잠재적인 운전자 개입이 필요한 경우에도 비운전과업에 참여합니다.,"조건부 자율 주행을 미리 정의된 조건 내에서만 작동시킵니다. (e.g. 특정 도로 위, 날씨 조건, 교통 밀도 등)"
853,나는 자율 주행 시스템에 잠재적인 운전자 개입이 필요한 경우에도 비운전과업에 참여합니다.,안전을 위해 정해진 변수 내에서만 자율 주행 차량을 작동시킵니다.
854,나는 자율 주행 시스템에 잠재적인 운전자 개입이 필요한 경우에도 비운전과업에 참여합니다.,자율 주행 차량의 기능을 완전히 이해하지 못한 채로 시스템을 작동시킵니다.
855,나는 자율 주행 시스템에 잠재적인 운전자 개입이 필요한 경우에도 비운전과업에 참여합니다.,"차량을 지정된 운영 설계 한계 내에서만 작동시키고 안전한 사용을 위해 모든 전제 조건 (e.g. 날씨, 교통 밀도 등)을 충족하는지 확인합니다."
856,나는 자율 주행 시스템에 잠재적인 운전자 개입이 필요한 경우에도 비운전과업에 참여합니다.,시스템 경고 또는 긴급 상황에 대해 천천히 대응합니다.
857,나는 자율 주행 시스템에 잠재적인 운전자 개입이 필요한 경우에도 비운전과업에 참여합니다.,제어권 전환에 대한 시스템 경고 또는 알림에 대해 천천히 대응합니다.
858,나는 자율 주행 시스템에 잠재적인 운전자 개입이 필요한 경우에도 비운전과업에 참여합니다.,잠재적인 수동 운전 개입에 대비하여 시스템의 경고 지표를 주기적으로 확인합니다.
859,나는 자율 주행 시스템에 잠재적인 운전자 개입이 필요한 경우에도 비운전과업에 참여합니다.,인간 기계 인터페이스와 시스템 알림을 사용하여 차량 상태를 정기적으로 점검합니다.
860,나는 자율 주행 시스템에 잠재적인 운전자 개입이 필요한 경우에도 비운전과업에 참여합니다.,자율 주행 시스템이 작동 중일 때 비운전과업을 하지 않고 주위를 살핍니다.
861,나는 자율 주행 시스템에 잠재적인 운전자 개입이 필요한 경우에도 비운전과업에 참여합니다.,사용자 매뉴얼과 훈련을 온전히 이해하고 따릅니다.
862,나는 자율 주행 시스템에 잠재적인 운전자 개입이 필요한 경우에도 비운전과업에 참여합니다.,자율 주행 시스템을 재미로 과속운전 하는 데에 사용합니다.
863,나는 자율 주행 시스템에 잠재적인 운전자 개입이 필요한 경우에도 비운전과업에 참여합니다.,나는 자율 주행 동안 핸들 가까이에 손을 둡니다.
864,나는 자율 주행 시스템에 잠재적인 운전자 개입이 필요한 경우에도 비운전과업에 참여합니다.,나는 자율 주행 내내 안전 벨트를 하고 있습니다.
865,나는 차량의 타이어 브레이크 및 기타 중요한 시스템이 자율 주행 시스템을 지원하기에 최적의 상태인지 확인합니다.,나는 조건부 자율 주행 차량의 운영 설계상의 한계를 무시합니다.
866,나는 차량의 타이어 브레이크 및 기타 중요한 시스템이 자율 주행 시스템을 지원하기에 최적의 상태인지 확인합니다.,나는 조건부 자율 주행 차량의 시스템 경고나 알람을 무시합니다.
867,나는 차량의 타이어 브레이크 및 기타 중요한 시스템이 자율 주행 시스템을 지원하기에 최적의 상태인지 확인합니다.,나는 제어권 전환 요청을 무시합니다.
868,나는 차량의 타이어 브레이크 및 기타 중요한 시스템이 자율 주행 시스템을 지원하기에 최적의 상태인지 확인합니다.,어떠한 비운전과업 중이더라도 제어권 전환 요청이 오면 나는 즉시 대응합니다.
869,나는 차량의 타이어 브레이크 및 기타 중요한 시스템이 자율 주행 시스템을 지원하기에 최적의 상태인지 확인합니다.,나는 안전한 운전을 위해 인간 기계 인터페이스의 신호를 해석하고 반응하는 방법을 배웁니다.
870,나는 차량의 타이어 브레이크 및 기타 중요한 시스템이 자율 주행 시스템을 지원하기에 최적의 상태인지 확인합니다.,"조건부 자율 주행을 미리 정의된 조건 내에서만 작동시킵니다. (e.g. 특정 도로 위, 날씨 조건, 교통 밀도 등)"
871,나는 차량의 타이어 브레이크 및 기타 중요한 시스템이 자율 주행 시스템을 지원하기에 최적의 상태인지 확인합니다.,안전을 위해 정해진 변수 내에서만 자율 주행 차량을 작동시킵니다.
872,나는 차량의 타이어 브레이크 및 기타 중요한 시스템이 자율 주행 시스템을 지원하기에 최적의 상태인지 확인합니다.,자율 주행 차량의 기능을 완전히 이해하지 못한 채로 시스템을 작동시킵니다.
873,나는 차량의 타이어 브레이크 및 기타 중요한 시스템이 자율 주행 시스템을 지원하기에 최적의 상태인지 확인합니다.,"차량을 지정된 운영 설계 한계 내에서만 작동시키고 안전한 사용을 위해 모든 전제 조건 (e.g. 날씨, 교통 밀도 등)을 충족하는지 확인합니다."
874,나는 차량의 타이어 브레이크 및 기타 중요한 시스템이 자율 주행 시스템을 지원하기에 최적의 상태인지 확인합니다.,시스템 경고 또는 긴급 상황에 대해 천천히 대응합니다.
875,나는 차량의 타이어 브레이크 및 기타 중요한 시스템이 자율 주행 시스템을 지원하기에 최적의 상태인지 확인합니다.,제어권 전환에 대한 시스템 경고 또는 알림에 대해 천천히 대응합니다.
876,나는 차량의 타이어 브레이크 및 기타 중요한 시스템이 자율 주행 시스템을 지원하기에 최적의 상태인지 확인합니다.,잠재적인 수동 운전 개입에 대비하여 시스템의 경고 지표를 주기적으로 확인합니다.
877,나는 차량의 타이어 브레이크 및 기타 중요한 시스템이 자율 주행 시스템을 지원하기에 최적의 상태인지 확인합니다.,인간 기계 인터페이스와 시스템 알림을 사용하여 차량 상태를 정기적으로 점검합니다.
878,나는 차량의 타이어 브레이크 및 기타 중요한 시스템이 자율 주행 시스템을 지원하기에 최적의 상태인지 확인합니다.,자율 주행 시스템이 작동 중일 때 비운전과업을 하지 않고 주위를 살핍니다.
879,나는 차량의 타이어 브레이크 및 기타 중요한 시스템이 자율 주행 시스템을 지원하기에 최적의 상태인지 확인합니다.,사용자 매뉴얼과 훈련을 온전히 이해하고 따릅니다.
880,나는 차량의 타이어 브레이크 및 기타 중요한 시스템이 자율 주행 시스템을 지원하기에 최적의 상태인지 확인합니다.,자율 주행 시스템을 재미로 과속운전 하는 데에 사용합니다.
881,나는 차량의 타이어 브레이크 및 기타 중요한 시스템이 자율 주행 시스템을 지원하기에 최적의 상태인지 확인합니다.,나는 자율 주행 동안 핸들 가까이에 손을 둡니다.
882,나는 차량의 타이어 브레이크 및 기타 중요한 시스템이 자율 주행 시스템을 지원하기에 최적의 상태인지 확인합니다.,나는 자율 주행 내내 안전 벨트를 하고 있습니다.
883,나는 조건부 자율 주행 차량의 운영 설계상의 한계를 무시합니다.,나는 조건부 자율 주행 차량의 시스템 경고나 알람을 무시합니다.
884,나는 조건부 자율 주행 차량의 운영 설계상의 한계를 무시합니다.,나는 제어권 전환 요청을 무시합니다.
885,나는 조건부 자율 주행 차량의 운영 설계상의 한계를 무시합니다.,어떠한 비운전과업 중이더라도 제어권 전환 요청이 오면 나는 즉시 대응합니다.
886,나는 조건부 자율 주행 차량의 운영 설계상의 한계를 무시합니다.,나는 안전한 운전을 위해 인간 기계 인터페이스의 신호를 해석하고 반응하는 방법을 배웁니다.
887,나는 조건부 자율 주행 차량의 운영 설계상의 한계를 무시합니다.,"조건부 자율 주행을 미리 정의된 조건 내에서만 작동시킵니다. (e.g. 특정 도로 위, 날씨 조건, 교통 밀도 등)"
888,나는 조건부 자율 주행 차량의 운영 설계상의 한계를 무시합니다.,안전을 위해 정해진 변수 내에서만 자율 주행 차량을 작동시킵니다.
889,나는 조건부 자율 주행 차량의 운영 설계상의 한계를 무시합니다.,자율 주행 차량의 기능을 완전히 이해하지 못한 채로 시스템을 작동시킵니다.
890,나는 조건부 자율 주행 차량의 운영 설계상의 한계를 무시합니다.,"차량을 지정된 운영 설계 한계 내에서만 작동시키고 안전한 사용을 위해 모든 전제 조건 (e.g. 날씨, 교통 밀도 등)을 충족하는지 확인합니다."
891,나는 조건부 자율 주행 차량의 운영 설계상의 한계를 무시합니다.,시스템 경고 또는 긴급 상황에 대해 천천히 대응합니다.
892,나는 조건부 자율 주행 차량의 운영 설계상의 한계를 무시합니다.,제어권 전환에 대한 시스템 경고 또는 알림에 대해 천천히 대응합니다.
893,나는 조건부 자율 주행 차량의 운영 설계상의 한계를 무시합니다.,잠재적인 수동 운전 개입에 대비하여 시스템의 경고 지표를 주기적으로 확인합니다.
894,나는 조건부 자율 주행 차량의 운영 설계상의 한계를 무시합니다.,인간 기계 인터페이스와 시스템 알림을 사용하여 차량 상태를 정기적으로 점검합니다.
895,나는 조건부 자율 주행 차량의 운영 설계상의 한계를 무시합니다.,자율 주행 시스템이 작동 중일 때 비운전과업을 하지 않고 주위를 살핍니다.
896,나는 조건부 자율 주행 차량의 운영 설계상의 한계를 무시합니다.,사용자 매뉴얼과 훈련을 온전히 이해하고 따릅니다.
897,나는 조건부 자율 주행 차량의 운영 설계상의 한계를 무시합니다.,자율 주행 시스템을 재미로 과속운전 하는 데에 사용합니다.
